002	 024	 058	 209
008	 036	 068	 074
008	 056	 060	 197
008	 056	 197	 999
008	 056	 207	 211
010	 012	 030	 036
010	 012	 036	 197
010	 012	 062	 200
010	 016	 064	 080
010	 018	 040	 070
010	 018	 040	 194
010	 018	 042	 064
010	 018	 042	 090
010	 018	 044	 046
010	 018	 044	 064
010	 018	 044	 086
010	 018	 046	 194
010	 018	 048	 072
010	 018	 048	 195
010	 018	 050	 058
010	 018	 050	 060
010	 018	 050	 062
010	 018	 050	 064
010	 018	 050	 066
010	 018	 050	 068
010	 018	 050	 070
010	 018	 050	 072
010	 018	 050	 074
010	 018	 050	 076
010	 018	 050	 080
010	 018	 052	 066
010	 020	 044	 082
010	 020	 044	 207
010	 020	 046	 056
010	 020	 046	 209
010	 020	 048	 064
010	 020	 048	 086
010	 020	 048	 999
010	 020	 050	 072
010	 020	 072	 090
012	 020	 040	 213
014	 020	 034	 068
014	 030	 080	 197
014	 086	 199	 200
016	 084	 086	 197
018	 020	 032	 080
020	 022	 197	 199
020	 070	 078	 207
026	 050	 066	 070
028	 056	 066	 082
028	 056	 070	 090
030	 070	 209	 999
040	 060	 084	 200
