13374	1
13374	2
13374	3
13383	1
13383	2
13383	3
13383	4
13392	1
13392	2
13392	3
13392	4
13431	1
13431	2
13431	3
13474	1
13474	3
13483	1
13483	2
13483	3
13483	4
13527	1
13527	2
13527	3
13527	4
13534	1
13534	2
13534	3
13534	4
13540	1
13540	2
13540	3
13540	4
13551	1
13551	2
13551	3
13551	4
13559	1
13559	2
13559	3
13559	4
13637	1
13637	2
13637	3
13637	4
13647	2
13647	3
13647	4
13654	1
13654	2
13654	3
13654	4
13696	1
13696	2
13696	3
13696	4
13849	1
13849	2
13849	3
13849	4
13863	1
13863	2
13863	3
13863	4
13875	1
13875	2
13875	3
13875	4
13886	1
13886	2
13886	3
13886	4
13928	1
13928	2
13928	3
13928	4
13944	1
13944	2
13952	1
13952	2
13952	3
13952	4
14064	1
14064	2
14064	3
14064	4
14265	1
14265	2
14265	3
14265	4
14447	1
14447	4
14470	1
14470	2
14470	3
14470	4
14478	1
14478	2
14478	3
14478	4
14507	1
14507	2
14507	3
14518	1
14518	2
14518	3
14518	4
14694	1
14694	2
14694	3
14694	4
14715	1
14715	2
14715	3
14715	4
14779	1
14779	2
14779	3
14779	4
14841	1
14841	2
14841	3
14841	4
14934	1
14934	2
14934	3
14934	4
14955	1
14955	2
14955	3
14955	4
15014	1
15014	2
15014	3
15014	4
15092	1
15092	2
15092	3
15092	4
15115	1
15115	2
15115	3
15115	4
15491	1
15491	2
15491	3
15491	4
15596	1
15596	2
15596	3
15596	4
15690	1
15690	2
15690	3
15690	4
