10156	1
10156	2
10156	3
10168	1
10168	2
10181	1
10181	2
10181	3
10199	1
10199	2
10199	3
10255	1
10255	2
10255	3
10256	1
10256	2
10264	1
10264	2
10264	3
10265	1
10265	2
10265	3
10279	1
10279	2
10279	3
10280	1
10280	2
10280	3
10281	1
10281	2
10281	3
10286	1
10286	3
10287	1
10287	2
10287	3
10294	1
10294	2
10294	3
10304	1
10304	2
10304	3
10305	1
10305	2
10305	3
10306	1
10306	2
10306	3
10314	1
10314	2
10314	3
10335	1
10335	2
10350	1
10351	1
10351	2
10352	1
10352	2
10352	3
10358	1
10358	2
10358	3
10359	1
10359	2
10359	3
10387	1
10387	2
10387	3
10414	1
10414	2
10414	3
10415	1
10415	2
10415	3
10416	1
10416	2
10416	3
10424	1
10424	2
10424	3
10425	1
10425	2
10425	3
10426	1
10426	2
10426	3
10472	1
10472	2
10472	3
10474	1
10474	2
10474	3
10482	1
10482	2
10482	3
10483	1
10483	2
10483	3
10512	1
10512	2
10512	3
10515	1
10515	2
10515	3
10521	1
10521	2
10521	3
10523	1
10523	2
10523	3
10524	1
10524	2
10524	3
10525	1
10525	2
10525	3
10558	1
10558	2
10558	3
10560	1
10560	2
10560	3
10565	1
10565	2
10565	3
10583	1
10583	2
10583	3
10602	1
10602	2
10602	3
10605	1
10605	2
10605	3
10615	1
10615	2
10657	1
10657	2
10657	3
10659	1
10659	2
10659	3
10665	1
10665	2
10665	3
10670	1
10670	2
10670	3
10696	1
10696	2
10697	1
10697	2
10697	3
10698	1
10698	2
10698	3
10699	1
10699	2
10699	3
10705	1
10705	2
10705	3
10706	1
10706	2
10706	3
10707	1
10707	2
10707	3
10746	1
10746	2
10746	3
10747	1
10749	1
10749	2
10749	3
10757	1
10757	2
10757	3
10762	1
10762	3
10782	1
10782	2
10783	1
10785	1
10785	2
10785	3
10793	1
10793	2
10793	3
10794	1
10794	2
10795	1
10795	2
10795	3
10817	1
10817	2
10827	1
10827	2
10827	3
10844	1
10844	2
10844	3
10845	1
10845	2
10845	3
10858	1
10858	2
10890	1
10890	2
10890	3
11021	1
11021	2
11021	3
11022	1
11022	2
11022	3
11024	1
11024	2
11024	3
11029	1
11029	2
11029	3
11058	1
11058	2
11058	3
11059	1
11059	2
11059	3
11065	1
11065	2
11065	3
11066	1
11066	2
11066	3
11067	3
11171	1
11171	2
11171	3
11176	1
11176	2
11176	3
11196	2
11209	1
11209	2
11212	1
11215	1
11215	2
11215	3
11216	1
11216	2
11216	3
11217	1
11217	2
11217	3
11232	1
11232	2
11232	3
11233	1
11233	2
11233	3
11235	1
11235	2
11235	3
11243	1
11243	2
11243	3
11244	1
11245	3
11264	1
11264	2
11264	3
11266	1
11266	2
11266	3
11272	1
11272	2
11272	3
11273	1
11273	2
11273	3
11274	1
11291	1
11291	2
11291	3
11292	1
11292	2
11292	3
11293	1
11293	2
11293	3
11326	1
11326	2
11326	3
11327	1
11327	2
11327	3
11328	1
11328	2
11328	3
11335	1
11335	2
11335	3
11363	1
11363	2
11363	3
11364	1
11364	2
11364	3
11366	1
11366	2
11371	1
11371	2
11371	3
11372	1
11372	2
11372	3
11373	1
11373	2
11373	3
11383	1
11383	2
11383	3
11393	1
11393	2
11393	3
11394	1
11394	2
11394	3
11402	1
11402	2
11402	3
11430	1
11430	2
11430	3
11473	1
11473	2
11473	3
11479	1
11479	2
11479	3
11511	1
11511	2
11511	3
11525	1
11525	2
11525	3
11545	1
11545	2
11545	3
11578	1
11578	2
11578	3
11584	1
11584	2
11584	3
11602	1
11602	2
11602	3
11605	1
11605	2
11605	3
11625	1
11625	2
11625	3
11659	1
11659	2
11659	3
11660	1
11660	3
11692	1
11692	2
11692	3
11738	1
11738	2
11738	3
11762	1
11762	2
11762	3
11778	1
11805	1
11805	2
11805	3
11865	1
11865	2
11878	1
11878	2
11878	3
11941	1
11941	2
11941	3
11950	1
11950	2
11950	3
12015	1
12015	2
12015	3
12071	1
12071	2
12071	3
12082	1
12082	2
12082	3
12089	1
12089	2
12089	3
12097	1
12097	2
12097	3
12132	1
12132	2
12132	3
12159	1
12159	2
12159	3
12165	1
12165	2
12165	3
12175	1
12175	2
12175	3
12217	1
12217	2
12217	3
12235	1
12235	2
12235	3
12280	1
12280	2
12280	3
12314	2
12314	3
12360	1
12360	2
12360	3
12372	1
12372	2
12372	3
12380	1
12380	2
12380	3
12383	1
12383	2
12383	3
12393	1
12393	2
12393	3
12400	1
12400	2
12400	3
12411	1
12411	2
12411	3
12412	1
12412	2
12412	3
12444	1
12444	2
12444	3
12459	1
12459	2
12459	3
12460	1
12460	2
12460	3
12476	1
12476	2
12476	3
12496	1
12496	2
12496	3
12541	1
12541	2
12541	3
12550	1
12550	2
12550	3
12551	1
12551	2
12551	3
12564	1
12564	2
12564	3
12580	1
12580	2
12580	3
12596	1
12596	2
12596	3
12606	1
12606	2
12606	3
12614	1
12614	2
12614	3
12629	1
12629	2
12629	3
12664	1
12664	2
12664	3
12665	1
12665	2
12665	3
12677	1
12677	2
12677	3
12678	1
12678	2
12678	3
12679	1
12679	2
12679	3
12691	1
12691	2
12711	1
12711	2
12711	3
12717	1
12717	2
12717	3
12731	1
12731	2
12731	3
12742	1
12742	2
12742	3
12755	1
12755	2
12755	3
12756	1
12756	2
12756	3
12757	1
12757	2
12757	3
12758	2
12758	3
12766	1
12766	2
12766	3
12768	1
12768	2
12768	3
12780	1
12780	2
12780	3
12789	1
12789	2
12789	3
12791	1
12791	2
12791	3
12802	1
12802	2
12802	3
12815	1
12815	2
12815	3
12816	1
12816	2
12816	3
12817	1
12817	2
12817	3
12828	1
12828	2
12828	3
12839	1
12839	2
12839	3
12850	1
12850	2
12850	3
12873	1
12873	2
12873	3
12874	1
12874	2
12874	3
12875	1
12875	3
12879	1
12879	2
12879	3
12893	1
12893	2
12893	3
12894	1
12894	2
12894	3
12896	1
12896	2
12896	3
12905	1
12905	2
12905	3
12907	1
12907	2
12907	3
12923	1
12923	2
12923	3
12960	1
12960	2
12960	3
12961	1
12961	2
12961	3
12988	1
12988	2
12988	3
12989	1
12989	2
12989	3
13011	1
13011	2
13011	3
13051	1
13051	2
13051	3
13060	1
13060	2
13060	3
